"SCTRY","Value added source country","SINDY","Value added source industry","XCTRY","Country of final demand","XINDY","Industry of final demand","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"WLD","World","D19","Coke and refined petroleum products","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,47837.316,,
"WLD","World","D20T21","Chemicals and pharmaceutical products","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,16743.114,,
"WLD","World","D20T21","Chemicals and pharmaceutical products","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,47609.446,,
"WLD","World","D22","Rubber and plastic products","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,6328.34,,
"WLD","World","D22","Rubber and plastic products","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,17608.017,,
"WLD","World","D23","Other non-metallic mineral products","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,3284.36,,
"WLD","World","D23","Other non-metallic mineral products","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,11779.829,,
"WLD","World","D24T25","Basic metals and fabricated metal products","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,12906.663,,
"WLD","World","D24T25","Basic metals and fabricated metal products","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,51229.759,,
"WLD","World","D24","Basic metals","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,5320.873,,
"WLD","World","D24","Basic metals","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,20829.338,,
"WLD","World","D25","Fabricated metal products","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,7585.791,,
"WLD","World","D25","Fabricated metal products","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,30400.422,,
"WLD","World","D26T27","Computers, electronic and electrical equipment","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,20334.297,,
"WLD","World","D26T27","Computers, electronic and electrical equipment","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,79973.58,,
"WLD","World","D26","Computer, electronic and optical products","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,15424.792,,
"WLD","World","D26","Computer, electronic and optical products","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,65280.343,,
"WLD","World","D27","Electrical equipment","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,4909.505,,
"WLD","World","D27","Electrical equipment","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,14693.237,,
"WLD","World","D28","Machinery and equipment, nec ","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,7114.394,,
"WLD","World","D28","Machinery and equipment, nec ","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,28040.907,,
"WLD","World","D29T30","Transport equipment","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,6979.803,,
"WLD","World","D29T30","Transport equipment","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,41035.716,,
"WLD","World","D29","Motor vehicles, trailers and semi-trailers","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,5113.346,,
"WLD","World","D29","Motor vehicles, trailers and semi-trailers","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,14794.813,,
"WLD","World","D30","Other transport equipment","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,1866.457,,
"WLD","World","D30","Other transport equipment","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,26240.903,,
"WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,5901.001,,
"WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,18314.439,,
"WLD","World","D35T39","Electricity, gas, water supply, sewerage, waste and remediation services","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,23134.907,,
"WLD","World","D35T39","Electricity, gas, water supply, sewerage, waste and remediation services","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,107149.526,,
"WLD","World","D41T43","Construction","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,10985.962,,
"WLD","World","D41T43","Construction","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,53614.208,,
"WLD","World","D45T82","Total business sector services","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,2032299.829,,
"WLD","World","D45T82","Total business sector services","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,1402299.697,,
"WLD","World","D45T56","Distributive trade, transport, accommodation and food services","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,174109.557,,
"WLD","World","D45T56","Distributive trade, transport, accommodation and food services","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,449140.583,,
"WLD","World","D45T47","Wholesale and retail trade; repair of motor vehicles","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,101391.417,,
"WLD","World","D45T47","Wholesale and retail trade; repair of motor vehicles","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,263358.571,,
"WLD","World","D49T53","Transportation and storage","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,44856.384,,
"WLD","World","D49T53","Transportation and storage","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,135448.67,,
"WLD","World","D55T56","Accommodation and food services","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,27861.755,,
"WLD","World","D55T56","Accommodation and food services","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,50333.343,,
"WLD","World","D58T63","Information and communication","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,72607.407,,
"WLD","World","D58T63","Information and communication","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,162518.765,,
"WLD","World","D58T60","Publishing, audiovisual and broadcasting activities","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,24104.928,,
"WLD","World","D58T60","Publishing, audiovisual and broadcasting activities","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,36214.282,,
"WLD","World","D61","Telecommunications","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,23612.127,,
"WLD","World","D61","Telecommunications","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,70419.389,,
"WLD","World","D62T63","IT and other information services","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,24890.352,,
"WLD","World","D62T63","IT and other information services","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,55885.093,,
"WLD","World","D64T66","Financial and insurance activities","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,90082.337,,
"WLD","World","D64T66","Financial and insurance activities","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,196230.389,,
"WLD","World","D68","Real estate activities","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,63544.775,,
"WLD","World","D68","Real estate activities","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,155008.987,,
"WLD","World","D69T82","Other business sector services","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,1631955.753,,
"WLD","World","D69T82","Other business sector services","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,439400.973,,
"WLD","World","D84T98","Public admin, education and health; social and personal services","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,83792.793,,
"WLD","World","D84T98","Public admin, education and health; social and personal services","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,4503943.352,,
"WLD","World","D84T88","Public admin, defence; education and health","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,69401.967,,
"WLD","World","D84T88","Public admin, defence; education and health","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,4468913.003,,
"WLD","World","D84","Public admin. and defence; compulsory social security","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,17121.764,,
"WLD","World","D84","Public admin. and defence; compulsory social security","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,4351078.7,,
"WLD","World","D85","Education","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,17387.4,,
"WLD","World","D85","Education","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,38062.14,,
"WLD","World","D86T88","Human health and social work","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,34892.803,,
"WLD","World","D86T88","Human health and social work","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,79772.163,,
"WLD","World","D90T98","Other social and personal services","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,14390.826,,
"WLD","World","D90T98","Other social and personal services","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,35030.349,,
"WLD","World","D90T96","Arts, entertainment, recreation and other service activities","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,14390.826,,
"WLD","World","D90T96","Arts, entertainment, recreation and other service activities","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,35030.349,,
"WLD","World","D97T98","Private households with employed persons","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,0,,
"WLD","World","D97T98","Private households with employed persons","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,0,,
"WLD","World","D05T39","Industry (mining, manufactures and utilities)","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,173319.548,,
"WLD","World","D05T39","Industry (mining, manufactures and utilities)","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,695172.507,,
"WLD","World","D45T98","Total services ","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,2116092.621,,
"WLD","World","D45T98","Total services ","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,5906243.049,,
"WLD","World","D58T82","Information, finance, real estate and other business services","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,1858190.272,,
"WLD","World","D58T82","Information, finance, real estate and other business services","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,953159.114,,
"WLD","World","D41T98","Total services (incl. construction)","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,2127078.584,,
"WLD","World","D41T98","Total services (incl. construction)","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,5959857.257,,
"WLD","World","DINFO","Information industries","WLD","World","D69T82","Other business sector services","2015","2015","USD","US Dollar","6","Millions",,,88032.199,,
"WLD","World","DINFO","Information industries","WLD","World","D84","Public admin. and defence; compulsory social security","2015","2015","USD","US Dollar","6","Millions",,,227799.107,,
"WLD","World","DTOTAL","TOTAL","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,3872786.297,,
"WLD","World","D01T03","Agriculture, forestry and fishing","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,25198.493,,
"WLD","World","D05T09","Mining and quarrying","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,48534.013,,
"WLD","World","D05T06","Mining and extraction of energy producing products","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,39280.879,,
"WLD","World","D07T08","Mining and quarrying of non-energy producing products","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,5726.872,,
"WLD","World","D09","Mining support service activities","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,3526.262,,
"WLD","World","D10T33","Manufacturing","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,148815.658,,
"WLD","World","D10T12","Food products, beverages and tobacco","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,15750.944,,
"WLD","World","D13T15","Textiles, wearing apparel, leather and related products","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,7393.432,,
"WLD","World","D16T18","Wood and paper products; printing","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,24006.367,,
"WLD","World","D16","Wood and products of wood and cork","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,2551.801,,
"WLD","World","D17T18","Paper products and printing","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,21454.566,,
"WLD","World","D19T23","Chemicals and non-metallic mineral products","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,42468.203,,
"WLD","World","D19","Coke and refined petroleum products","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,11832.678,,
"WLD","World","D20T21","Chemicals and pharmaceutical products","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,19270.412,,
"WLD","World","D22","Rubber and plastic products","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,6625.408,,
"WLD","World","D23","Other non-metallic mineral products","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,4739.704,,
"WLD","World","D24T25","Basic metals and fabricated metal products","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,14189.447,,
"WLD","World","D24","Basic metals","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,6960.158,,
"WLD","World","D25","Fabricated metal products","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,7229.289,,
"WLD","World","D26T27","Computers, electronic and electrical equipment","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,20652.001,,
"WLD","World","D26","Computer, electronic and optical products","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,14805.795,,
"WLD","World","D27","Electrical equipment","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,5846.207,,
"WLD","World","D28","Machinery and equipment, nec ","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,10443.878,,
"WLD","World","D29T30","Transport equipment","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,4990.419,,
"WLD","World","D29","Motor vehicles, trailers and semi-trailers","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,3775.751,,
"WLD","World","D30","Other transport equipment","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,1214.668,,
"WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,8920.966,,
"WLD","World","D35T39","Electricity, gas, water supply, sewerage, waste and remediation services","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,55574.018,,
"WLD","World","D41T43","Construction","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,15823.511,,
"WLD","World","D45T82","Total business sector services","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,580584.394,,
"WLD","World","D45T56","Distributive trade, transport, accommodation and food services","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,169588.861,,
"WLD","World","D45T47","Wholesale and retail trade; repair of motor vehicles","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,95847.19,,
"WLD","World","D49T53","Transportation and storage","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,44763.889,,
"WLD","World","D55T56","Accommodation and food services","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,28977.781,,
"WLD","World","D58T63","Information and communication","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,52796.672,,
"WLD","World","D58T60","Publishing, audiovisual and broadcasting activities","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,17859.056,,
"WLD","World","D61","Telecommunications","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,18432.421,,
"WLD","World","D62T63","IT and other information services","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,16505.195,,
"WLD","World","D64T66","Financial and insurance activities","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,78101.977,,
"WLD","World","D68","Real estate activities","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,136903.956,,
"WLD","World","D69T82","Other business sector services","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,143192.928,,
"WLD","World","D84T98","Public admin, education and health; social and personal services","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,2998256.209,,
"WLD","World","D84T88","Public admin, defence; education and health","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,2981098.209,,
"WLD","World","D84","Public admin. and defence; compulsory social security","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,10243.759,,
"WLD","World","D85","Education","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,2957259.554,,
"WLD","World","D86T88","Human health and social work","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,13594.896,,
"WLD","World","D90T98","Other social and personal services","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,17158,,
"WLD","World","D90T96","Arts, entertainment, recreation and other service activities","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,17158,,
"WLD","World","D97T98","Private households with employed persons","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,0,,
"WLD","World","D05T39","Industry (mining, manufactures and utilities)","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,252923.689,,
"WLD","World","D45T98","Total services ","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,3578840.604,,
"WLD","World","D58T82","Information, finance, real estate and other business services","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,410995.533,,
"WLD","World","D41T98","Total services (incl. construction)","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,3594664.115,,
"WLD","World","DINFO","Information industries","WLD","World","D85","Education","2015","2015","USD","US Dollar","6","Millions",,,67602.467,,
"WLD","World","DTOTAL","TOTAL","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,4874325.116,,
"WLD","World","D01T03","Agriculture, forestry and fishing","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,35032.671,,
"WLD","World","D05T09","Mining and quarrying","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,69515.748,,
"WLD","World","D05T06","Mining and extraction of energy producing products","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,55984.711,,
"WLD","World","D07T08","Mining and quarrying of non-energy producing products","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,8132.942,,
"WLD","World","D09","Mining support service activities","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,5398.095,,
"WLD","World","D10T33","Manufacturing","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,332213.666,,
"WLD","World","D10T12","Food products, beverages and tobacco","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,31745.545,,
"WLD","World","D13T15","Textiles, wearing apparel, leather and related products","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,20831.831,,
"WLD","World","D16T18","Wood and paper products; printing","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,23101.064,,
"WLD","World","D16","Wood and products of wood and cork","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,3716.76,,
"WLD","World","D17T18","Paper products and printing","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,19384.304,,
"WLD","World","D19T23","Chemicals and non-metallic mineral products","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,155421.711,,
"WLD","World","D19","Coke and refined petroleum products","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,17669.761,,
"WLD","World","D20T21","Chemicals and pharmaceutical products","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,115176.49,,
"WLD","World","D22","Rubber and plastic products","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,14873.58,,
"WLD","World","D23","Other non-metallic mineral products","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,7701.88,,
"WLD","World","D24T25","Basic metals and fabricated metal products","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,20653.311,,
"WLD","World","D24","Basic metals","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,9585.27,,
"WLD","World","D25","Fabricated metal products","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,11068.04,,
"WLD","World","D26T27","Computers, electronic and electrical equipment","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,36942.74,,
"WLD","World","D26","Computer, electronic and optical products","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,30090.889,,
"WLD","World","D27","Electrical equipment","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,6851.851,,
"WLD","World","D28","Machinery and equipment, nec ","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,10488.798,,
"WLD","World","D29T30","Transport equipment","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,7434.218,,
"WLD","World","D29","Motor vehicles, trailers and semi-trailers","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,5664.261,,
"WLD","World","D30","Other transport equipment","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,1769.957,,
"WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,25594.448,,
"WLD","World","D35T39","Electricity, gas, water supply, sewerage, waste and remediation services","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,65503.836,,
"WLD","World","D41T43","Construction","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,15045.359,,
"WLD","World","D45T82","Total business sector services","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,1104752.514,,
"WLD","World","D45T56","Distributive trade, transport, accommodation and food services","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,340115.517,,
"WLD","World","D45T47","Wholesale and retail trade; repair of motor vehicles","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,224781,,
"WLD","World","D49T53","Transportation and storage","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,64755.447,,
"WLD","World","D55T56","Accommodation and food services","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,50579.071,,
"WLD","World","D58T63","Information and communication","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,75280.669,,
"WLD","World","D58T60","Publishing, audiovisual and broadcasting activities","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,18522.752,,
"WLD","World","D61","Telecommunications","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,31045.67,,
"WLD","World","D62T63","IT and other information services","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,25712.248,,
"WLD","World","D64T66","Financial and insurance activities","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,215177.222,,
"WLD","World","D68","Real estate activities","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,189485.078,,
"WLD","World","D69T82","Other business sector services","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,284694.027,,
"WLD","World","D84T98","Public admin, education and health; social and personal services","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,3252261.322,,
"WLD","World","D84T88","Public admin, defence; education and health","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,3218177.647,,
"WLD","World","D84","Public admin. and defence; compulsory social security","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,26140.451,,
"WLD","World","D85","Education","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,19287.271,,
"WLD","World","D86T88","Human health and social work","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,3172749.925,,
"WLD","World","D90T98","Other social and personal services","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,34083.675,,
"WLD","World","D90T96","Arts, entertainment, recreation and other service activities","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,34083.675,,
"WLD","World","D97T98","Private households with employed persons","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,0,,
"WLD","World","D05T39","Industry (mining, manufactures and utilities)","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,467233.251,,
"WLD","World","D45T98","Total services ","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,4357013.836,,
"WLD","World","D58T82","Information, finance, real estate and other business services","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,764636.997,,
"WLD","World","D41T98","Total services (incl. construction)","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,4372059.195,,
"WLD","World","DINFO","Information industries","WLD","World","D86T88","Human health and social work","2015","2015","USD","US Dollar","6","Millions",,,105371.558,,
"WLD","World","DTOTAL","TOTAL","WLD","World","D90T96","Arts, entertainment, recreation and other service activities","2015","2015","USD","US Dollar","6","Millions",,,2489995.092,,
"WLD","World","DTOTAL","TOTAL","WLD","World","D97T98","Private households with employed persons","2015","2015","USD","US Dollar","6","Millions",,,211934.622,,
"WLD","World","D01T03","Agriculture, forestry and fishing","WLD","World","D90T96","Arts, entertainment, recreation and other service activities","2015","2015","USD","US Dollar","6","Millions",,,23877.305,,
