Country,Variable,Code,Name,Value
Turkey,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",21616.6092173008
Turkey,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",102472
Turkey,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",3423
Bulgaria,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",1414.63562181418
Bulgaria,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",32743
Bulgaria,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",788
Romania,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",11424.5998051705
Romania,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",83579
Romania,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",3049
Czech Republic,Turnover,D41T43,Construction,674199.998694292
Czech Republic,Number of employees,D41T43,Construction,211653
Czech Republic,Number of enterprises,D41T43,Construction,172479
Netherlands,Turnover,D41T43,Construction,75244.8805790958
Netherlands,Number of employees,D41T43,Construction,298315
Netherlands,Number of enterprises,D41T43,Construction,160728
New Zealand,Turnover,D41T43,Construction,40654.6649268391
Norway,Turnover,D41T43,Construction,435061.961563621
Norway,Number of employees,D41T43,Construction,208938
Norway,Number of enterprises,D41T43,Construction,56654
Turkey,Turnover,D41T43,Construction,303301.770561456
Turkey,Number of employees,D41T43,Construction,1568550
Turkey,Number of enterprises,D41T43,Construction,196549
Bulgaria,Turnover,D41T43,Construction,16422.4623062184
Bulgaria,Number of employees,D41T43,Construction,135533
Bulgaria,Number of enterprises,D41T43,Construction,19367
Romania,Turnover,D41T43,Construction,72076.5726272261
Romania,Number of employees,D41T43,Construction,363858
Romania,Number of enterprises,D41T43,Construction,48341
Czech Republic,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,3381670.36727682
Czech Republic,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,241572
Germany,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,1730493.10587701
Germany,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,602117
Netherlands,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,534847.980923851
Netherlands,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,246561
New Zealand,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,140713.75213023
Norway,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,1346512.85526456
Norway,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,50492
Turkey,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,1844469.64094157
Turkey,Number of employees,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,2651680
Turkey,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,1089670
Bulgaria,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,93915.5113392721
Bulgaria,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,137970
Romania,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,421532.0357241
Romania,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,171961
New Zealand,Turnover,D49T53,Transportation and storage,20070.9370793295
Turkey,Turnover,D49T53,Transportation and storage,237514.049495766
Turkey,Number of employees,D49T53,Transportation and storage,857152
Turkey,Number of enterprises,D49T53,Transportation and storage,443521
Bulgaria,Turnover,D49T53,Transportation and storage,11692.3504857088
Bulgaria,Number of enterprises,D49T53,Transportation and storage,21223
Romania,Turnover,D49T53,Transportation and storage,61293.3668285824
Romania,Number of enterprises,D49T53,Transportation and storage,41746
New Zealand,Turnover,D55T56,Accommodation and food service activities,10527.0807787548
Turkey,Turnover,D55T56,Accommodation and food service activities,76620.0430275422
Turkey,Number of employees,D55T56,Accommodation and food service activities,923594
Turkey,Number of enterprises,D55T56,Accommodation and food service activities,272716
Bulgaria,Turnover,D55T56,Accommodation and food service activities,3475.3515629751
Bulgaria,Number of enterprises,D55T56,Accommodation and food service activities,26772
Romania,Turnover,D55T56,Accommodation and food service activities,13879.2363874061
Romania,Number of enterprises,D55T56,Accommodation and food service activities,25497
New Zealand,Turnover,D58T63,Information and communication,11371.5183003448
Turkey,Turnover,D58T63,Information and communication,74972.9843141399
Turkey,Number of employees,D58T63,Information and communication,188905
Turkey,Number of enterprises,D58T63,Information and communication,36674
Bulgaria,Turnover,D58T63,Information and communication,7400.94964226437
Bulgaria,Number of enterprises,D58T63,Information and communication,11612
Romania,Turnover,D58T63,Information and communication,41246.0415561533
Romania,Number of enterprises,D58T63,Information and communication,20620
New Zealand,Turnover,D68,Real estate activities,16165.0755867241
Turkey,Turnover,D68,Real estate activities,23569.4498422031
Turkey,Number of employees,D68,Real estate activities,64599
Turkey,Number of enterprises,D68,Real estate activities,39169
United States,Number of employees,D68,Real estate activities,1545060
United States,Number of enterprises,D68,Real estate activities,267206
Bulgaria,Turnover,D68,Real estate activities,2147.50284972989
Bulgaria,Number of enterprises,D68,Real estate activities,20815
Romania,Turnover,D68,Real estate activities,10202.3733731743
Romania,Number of enterprises,D68,Real estate activities,14472
New Zealand,Turnover,D69T82,Other business sector services,20774.7852163219
Turkey,Turnover,D69T82,Other business sector services,73111.977396228
Turkey,Number of employees,D69T82,Other business sector services,502914
Turkey,Number of enterprises,D69T82,Other business sector services,185850
Bulgaria,Turnover,D69T82,Other business sector services,5883.21513841188
Bulgaria,Number of enterprises,D69T82,Other business sector services,40841
Romania,Turnover,D69T82,Other business sector services,32090.5183698295
Romania,Number of enterprises,D69T82,Other business sector services,57813
New Zealand,Turnover,D69T82,Other business sector services,12716.1295940613
Turkey,Turnover,D69T82,Other business sector services,89445.3997588679
Turkey,Number of employees,D69T82,Other business sector services,1256160
Turkey,Number of enterprises,D69T82,Other business sector services,47506
Bulgaria,Turnover,D69T82,Other business sector services,3001.13275415901
Bulgaria,Number of enterprises,D69T82,Other business sector services,10268
Romania,Turnover,D69T82,Other business sector services,20976.3867889789
Romania,Number of enterprises,D69T82,Other business sector services,19966
Switzerland,Number of enterprises,D05T09,Mining and quarrying,212
Turkey,Turnover,D05T09,Mining and quarrying,12612.7603478218
Turkey,Number of enterprises,D05T09,Mining and quarrying,65
Switzerland,Turnover,D10T33,Manufacturing,275378.555866743
Switzerland,Number of enterprises,D10T33,Manufacturing,20598
Turkey,Number of employees,D10T33,Manufacturing,1247470
Turkey,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",66398.3836746859
United States,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",528603
United States,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",156
Switzerland,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",4926.7567161456
Turkey,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",14879.7641744598
Turkey,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",81
Switzerland,Turnover,D41T43,Construction,64624.0735439426
Switzerland,Number of enterprises,D41T43,Construction,21576
Turkey,Turnover,D41T43,Construction,60739.3004590269
Turkey,Number of employees,D41T43,Construction,187864
Turkey,Number of enterprises,D41T43,Construction,412
Switzerland,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,1215178.93848621
Switzerland,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,33511
Turkey,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,398824.14646956
Turkey,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,502
Turkey,Turnover,D49T53,Transportation and storage,114352.341304157
Turkey,Turnover,D55T56,Accommodation and food service activities,25335.1083185096
Turkey,Number of employees,D55T56,Accommodation and food service activities,240775
Turkey,Number of enterprises,D55T56,Accommodation and food service activities,351
Turkey,Number of enterprises,D58T63,Information and communication,84
Turkey,Number of enterprises,D68,Real estate activities,8
United States,Number of employees,D68,Real estate activities,461196
United States,Number of enterprises,D68,Real estate activities,546
Turkey,Number of employees,D69T82,Other business sector services,58640
Turkey,Turnover,D69T82,Other business sector services,33248.4882433525
Turkey,Number of employees,D69T82,Other business sector services,774307
Turkey,Number of enterprises,D69T82,Other business sector services,988
Switzerland,Turnover,D05T09,Mining and quarrying,1973.47842559004
Turkey,Number of employees,D05T09,Mining and quarrying,60705
Turkey,Turnover,D10T33,Manufacturing,562972.166341418
Turkey,Number of enterprises,D10T33,Manufacturing,1822
Switzerland,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",34719.0892548046
Switzerland,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",458
Turkey,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",68081
Turkey,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",61
Switzerland,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",742
Turkey,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",76133
Turkey,Number of employees,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,505946
Turkey,Number of employees,D49T53,Transportation and storage,275715
Turkey,Number of enterprises,D49T53,Transportation and storage,225
Turkey,Turnover,D58T63,Information and communication,43786.1132259521
Turkey,Number of employees,D58T63,Information and communication,67162
Turkey,Turnover,D69T82,Other business sector services,6497.21223922222
Turkey,Number of enterprises,D69T82,Other business sector services,112
Canada,Number of enterprises,D41T43,Construction,150
United States,Number of employees,D41T43,Construction,5563440
United States,Number of enterprises,D41T43,Construction,624091
Norway,Turnover,D05T09,Mining and quarrying,553166.957979732
Norway,Number of employees,D05T09,Mining and quarrying,54786
Norway,Number of enterprises,D05T09,Mining and quarrying,48
Switzerland,Turnover,D05T09,Mining and quarrying,0
Switzerland,Number of enterprises,D05T09,Mining and quarrying,0
Romania,Turnover,D05T09,Mining and quarrying,18750.4783209157
Romania,Number of employees,D05T09,Mining and quarrying,33441
Romania,Number of enterprises,D05T09,Mining and quarrying,22
Norway,Turnover,D10T33,Manufacturing,404495.486195671
Norway,Number of employees,D10T33,Manufacturing,95745
Norway,Number of enterprises,D10T33,Manufacturing,120
Switzerland,Turnover,D10T33,Manufacturing,155859.554678621
Switzerland,Number of enterprises,D10T33,Manufacturing,377
Romania,Turnover,D10T33,Manufacturing,187692.235721954
Romania,Number of employees,D10T33,Manufacturing,566899
Romania,Number of enterprises,D10T33,Manufacturing,775
Norway,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",27783.2561599176
Norway,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",4430
Norway,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",8
Switzerland,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",18972.9880584617
Switzerland,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",26
Romania,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",28580.1997035058
Romania,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",61852
Romania,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",34
Norway,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",4880.43431634866
Norway,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",2057
Norway,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",5
Switzerland,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",
Switzerland,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",3
Romania,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",4654.86045118966
Romania,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",49325
Romania,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",68
Norway,Turnover,D41T43,Construction,78746.7278337836
Norway,Number of employees,D41T43,Construction,34734
Norway,Number of enterprises,D41T43,Construction,44
Switzerland,Turnover,D41T43,Construction,11781.5706720881
Switzerland,Number of enterprises,D41T43,Construction,70
Germany,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,606401.669186054
Germany,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,1970
Norway,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,387155.22754795
Norway,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,154
Switzerland,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,414858.546025728
Switzerland,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,198
Czech Republic,Turnover,D05T09,Mining and quarrying,62266.9483169215
Czech Republic,Number of employees,D05T09,Mining and quarrying,24107
Czech Republic,Number of enterprises,D05T09,Mining and quarrying,14
Denmark,Turnover,D05T09,Mining and quarrying,1938.60144364176
Denmark,Number of employees,D05T09,Mining and quarrying,1755
Denmark,Number of enterprises,D05T09,Mining and quarrying,3
Netherlands,Turnover,D05T09,Mining and quarrying,
Bulgaria,Number of enterprises,D05T09,Mining and quarrying,18
Czech Republic,Turnover,D10T33,Manufacturing,2597145.5526615
Czech Republic,Number of enterprises,D10T33,Manufacturing,861
Denmark,Turnover,D10T33,Manufacturing,464327.985124043
Denmark,Number of employees,D10T33,Manufacturing,169633
Denmark,Number of enterprises,D10T33,Manufacturing,202
Netherlands,Turnover,D10T33,Manufacturing,180131.050229809
Netherlands,Number of employees,D10T33,Manufacturing,212344
Netherlands,Number of enterprises,D10T33,Manufacturing,323
Bulgaria,Turnover,D10T33,Manufacturing,28832.3593817778
Bulgaria,Number of employees,D10T33,Manufacturing,182085
Czech Republic,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",443907.377011226
Czech Republic,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",16004
Czech Republic,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",24
Denmark,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",7285
Netherlands,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",
Netherlands,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",
Netherlands,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",17
Bulgaria,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",6376.90016971073
Bulgaria,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",25256
Bulgaria,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",17
Czech Republic,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",41628.4266579789
Czech Republic,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",20378
Czech Republic,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",31
Denmark,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",7185.73973814943
Denmark,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",4959
Denmark,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",10
Netherlands,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",3697.14032931801
Netherlands,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",16119
Netherlands,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",23
Bulgaria,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",622.198148245211
Bulgaria,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",20900
Bulgaria,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",41
Czech Republic,Turnover,D41T43,Construction,165850.413125096
Czech Republic,Number of employees,D41T43,Construction,33954
Netherlands,Turnover,D41T43,Construction,20188.7257496303
Netherlands,Number of employees,D41T43,Construction,83422
Bulgaria,Turnover,D41T43,Construction,3143.61468816475
Bulgaria,Number of employees,D41T43,Construction,19564
Romania,Turnover,D41T43,Construction,13305.1630669655
Romania,Number of employees,D41T43,Construction,53324
Romania,Number of enterprises,D41T43,Construction,96
Czech Republic,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,865185.270386246
Czech Republic,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,186
Netherlands,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,329
Bulgaria,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,15500.4302588985
Romania,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,122469.575836667
Romania,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,173
Bulgaria,Number of enterprises,D49T53,Transportation and storage,48
Romania,Turnover,D49T53,Transportation and storage,18990.0210031341
Bulgaria,Number of enterprises,D55T56,Accommodation and food service activities,21
Romania,Turnover,D55T56,Accommodation and food service activities,2048.0088237069
Romania,Number of enterprises,D55T56,Accommodation and food service activities,29
Bulgaria,Number of enterprises,D58T63,Information and communication,37
Romania,Turnover,D58T63,Information and communication,23619.286976615
Romania,Number of enterprises,D58T63,Information and communication,82
Bulgaria,Turnover,D68,Real estate activities,
Romania,Turnover,D68,Real estate activities,352.554918298851
Romania,Number of enterprises,D68,Real estate activities,5
Romania,Turnover,D69T82,Other business sector services,5262.63917537357
Romania,Number of enterprises,D69T82,Other business sector services,56
Bulgaria,Turnover,D69T82,Other business sector services,671.043947252874
Bulgaria,Number of enterprises,D69T82,Other business sector services,69
Romania,Turnover,D69T82,Other business sector services,5863.11806612644
Romania,Number of enterprises,D69T82,Other business sector services,192
United States,Number of employees,D41T43,Construction,1319060
United States,Number of enterprises,D41T43,Construction,1487
Bulgaria,Number of enterprises,D68,Real estate activities,
Netherlands,Number of enterprises,D05T09,Mining and quarrying,8
Bulgaria,Turnover,D69T82,Other business sector services,
Bulgaria,Number of enterprises,D10T33,Manufacturing,285
Bulgaria,Turnover,D55T56,Accommodation and food service activities,409.421521940613
Bulgaria,Number of enterprises,D41T43,Construction,48
Netherlands,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,141690.668110383
Bulgaria,Turnover,D58T63,Information and communication,3322.86615352682
Netherlands,Number of enterprises,D41T43,Construction,98
Romania,Number of enterprises,D49T53,Transportation and storage,107
Bulgaria,Turnover,D49T53,Transportation and storage,3001.6734825613
Czech Republic,Number of employees,D10T33,Manufacturing,562198
Bulgaria,Turnover,D05T09,Mining and quarrying,1843.52336623755
Bulgaria,Number of enterprises,D69T82,Other business sector services,
Bulgaria,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,69
Netherlands,Number of employees,D05T09,Mining and quarrying,
Bulgaria,Number of employees,D05T09,Mining and quarrying,19426
Denmark,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",9
Czech Republic,Number of enterprises,D41T43,Construction,55
Denmark,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",69696.5565645077
Iceland,Turnover,D68,Real estate activities,91080.2920832184
Iceland,Turnover,D69T82,Other business sector services,145072.023052759
Iceland,Turnover,D55T56,Accommodation and food service activities,120245.379675211
Iceland,Turnover,D41T43,Construction,185878.993146245
Iceland,Turnover,D58T63,Information and communication,165231.279104464
Iceland,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,1017371.47678525
Iceland,Number of enterprises,D41T43,Construction,4614
Iceland,Turnover,D49T53,Transportation and storage,361447.196874655
Iceland,Turnover,D69T82,Other business sector services,124173.771517912
Switzerland,Number of enterprises,D55T56,Accommodation and food service activities,17400
Czech Republic,Turnover,D41T43,Construction,674199.998694292
Norway,Number of employees,D58T63,Information and communication,92218
Lithuania,Number of enterprises,D69T82,Other business sector services,27811
Lithuania,Number of employees,D10T33,Manufacturing,203369
Netherlands,Number of enterprises,D41T43,Construction,160728
Romania,Number of employees,D68,Real estate activities,39274
Germany,Turnover,D69T82,Other business sector services,246533.399246111
Netherlands,Number of employees,D41T43,Construction,298315
Latvia,Turnover,D58T63,Information and communication,1556.75707021839
Switzerland,Turnover,D41T43,Construction,64624.0735439426
Ireland,Number of employees,D58T63,Information and communication,83106
Romania,Number of enterprises,D49T53,Transportation and storage,41746
Czech Republic,Number of employees,D49T53,Transportation and storage,227885
Netherlands,Number of employees,D68,Real estate activities,64216
Germany,Turnover,D68,Real estate activities,99539.987937184
Lithuania,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",13115
Latvia,Number of enterprises,D69T82,Other business sector services,19344
Switzerland,Turnover,D69T82,Other business sector services,90211.521783525
Lithuania,Turnover,D05T09,Mining and quarrying,171.591146329502
Ireland,Number of enterprises,D55T56,Accommodation and food service activities,18336
Latvia,Turnover,D05T09,Mining and quarrying,202.50278666092
Germany,Number of employees,D55T56,Accommodation and food service activities,1920340
Norway,Number of enterprises,D55T56,Accommodation and food service activities,11449
Norway,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,50492
Germany,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,602117
Germany,Number of enterprises,D55T56,Accommodation and food service activities,230413
Germany,Turnover,D49T53,Transportation and storage,269027.700781743
Netherlands,Turnover,D58T63,Information and communication,53726.2333240115
Norway,Number of enterprises,D58T63,Information and communication,16527
Norway,Turnover,D41T43,Construction,435061.961563621
Lithuania,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",1488
Ireland,Turnover,D69T82,Other business sector services,24445.610096728
Czech Republic,Number of enterprises,D58T63,Information and communication,37961
Lithuania,Number of employees,D68,Real estate activities,18711
Latvia,Number of enterprises,D55T56,Accommodation and food service activities,3864
Netherlands,Turnover,D69T82,Other business sector services,57264.7599886552
Germany,Number of employees,D58T63,Information and communication,1072800
Netherlands,Number of employees,D69T82,Other business sector services,918870
Czech Republic,Number of employees,D69T82,Other business sector services,192112
Norway,Turnover,D69T82,Other business sector services,204183.550778065
Lithuania,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,28670.2309824885
Ireland,Number of enterprises,D58T63,Information and communication,14246
Germany,Number of enterprises,D69T82,Other business sector services,478857
Latvia,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",533
Turkey,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",175616.869284617
Germany,Turnover,D58T63,Information and communication,220066.54638159
Ireland,Number of employees,D49T53,Transportation and storage,73593
Latvia,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,22939.050646523
Czech Republic,Number of enterprises,D49T53,Transportation and storage,38159
Latvia,Number of employees,D68,Real estate activities,24115
Romania,Turnover,D69T82,Other business sector services,32090.5183698295
Romania,Turnover,D68,Real estate activities,10202.3733731743
Lithuania,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",505.13044914751
Ireland,Turnover,D69T82,Other business sector services,23061.1651440422
Switzerland,Turnover,D69T82,Other business sector services,30198.6899329866
Switzerland,Turnover,D68,Real estate activities,10798.79680091
Czech Republic,Number of employees,D41T43,Construction,211653
Netherlands,Turnover,D68,Real estate activities,23103.8826878238
Norway,Turnover,D69T82,Other business sector services,157675.500896341
Czech Republic,Turnover,D69T82,Other business sector services,419630.474176016
Czech Republic,Turnover,D69T82,Other business sector services,226658.926819617
Iceland,Turnover,D55T56,Accommodation and food service activities,120245.379675211
Norway,Number of employees,D49T53,Transportation and storage,147424
Latvia,Number of employees,D55T56,Accommodation and food service activities,33203
Norway,Number of employees,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,375037
Czech Republic,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,241572
Lithuania,Number of employees,D69T82,Other business sector services,47344
Norway,Number of enterprises,D49T53,Transportation and storage,21113
Turkey,Turnover,D55T56,Accommodation and food service activities,76620.0430275422
Lithuania,Turnover,D69T82,Other business sector services,1898.22705627012
Lithuania,Number of employees,D49T53,Transportation and storage,108606
Iceland,Number of enterprises,D41T43,Construction,4614
Germany,Number of enterprises,D69T82,Other business sector services,189094
Ireland,Number of enterprises,D49T53,Transportation and storage,25066
Ireland,Number of enterprises,D68,Real estate activities,13228
Lithuania,Number of employees,D58T63,Information and communication,28719
Turkey,Number of enterprises,D69T82,Other business sector services,185850
Germany,Number of employees,D68,Real estate activities,271923
Czech Republic,Number of employees,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,503251
Ireland,Turnover,D55T56,Accommodation and food service activities,8447.5294649138
Romania,Turnover,D58T63,Information and communication,41246.0415561533
Lithuania,Turnover,D41T43,Construction,4404.77356512644
Latvia,Turnover,D69T82,Other business sector services,1262.6909407682
Netherlands,Number of employees,D55T56,Accommodation and food service activities,374357
Romania,Number of employees,D49T53,Transportation and storage,341126
Netherlands,Number of employees,D58T63,Information and communication,237567
Netherlands,Number of employees,D49T53,Transportation and storage,362742
Norway,Number of employees,D41T43,Construction,208938
Norway,Number of enterprises,D69T82,Other business sector services,19437
Czech Republic,Turnover,D49T53,Transportation and storage,515850.389723085
Turkey,Number of enterprises,D68,Real estate activities,39169
Latvia,Turnover,D41T43,Construction,3610.71390635058
Ireland,Number of employees,D68,Real estate activities,17095
Lithuania,Turnover,D69T82,Other business sector services,1429.86613847893
Iceland,Turnover,D49T53,Transportation and storage,361447.196874655
Romania,Number of employees,D55T56,Accommodation and food service activities,160227
Norway,Number of enterprises,D68,Real estate activities,49733
Netherlands,Turnover,D41T43,Construction,75244.8805790958
Netherlands,Number of enterprises,D58T63,Information and communication,88499
Latvia,Turnover,D69T82,Other business sector services,1013.41514730843
Romania,Number of enterprises,D69T82,Other business sector services,57813
Norway,Number of enterprises,D41T43,Construction,56654
Switzerland,Number of enterprises,D41T43,Construction,21576
Switzerland,Turnover,D55T56,Accommodation and food service activities,19676.4757098525
Germany,Turnover,D55T56,Accommodation and food service activities,75346.0869117261
Czech Republic,Number of enterprises,D41T43,Construction,172479
Romania,Number of employees,D69T82,Other business sector services,286801
Lithuania,Number of enterprises,D49T53,Transportation and storage,12314
Lithuania,Number of employees,D05T09,Mining and quarrying,2718
Switzerland,Turnover,D58T63,Information and communication,50282.2440083698
Latvia,Turnover,D55T56,Accommodation and food service activities,652.29869597318
Latvia,Turnover,D10T33,Manufacturing,6773.34420999617
Lithuania,Turnover,D55T56,Accommodation and food service activities,707.903600009579
Norway,Number of employees,D69T82,Other business sector services,122320
Latvia,Number of employees,D58T63,Information and communication,27414
Czech Republic,Number of employees,D69T82,Other business sector services,152551
Ireland,Number of employees,D69T82,Other business sector services,102409
Turkey,Turnover,D05T09,Mining and quarrying,26710.5411311571
Switzerland,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,1215178.93848621
Latvia,Number of employees,D05T09,Mining and quarrying,3194
Netherlands,Turnover,D55T56,Accommodation and food service activities,20293.1764526743
Romania,Turnover,D49T53,Transportation and storage,61293.3668285824
Netherlands,Number of enterprises,D55T56,Accommodation and food service activities,55976
Ireland,Number of enterprises,D69T82,Other business sector services,16423
Romania,Number of employees,D69T82,Other business sector services,185818
Netherlands,Number of enterprises,D68,Real estate activities,26582
Romania,Number of enterprises,D69T82,Other business sector services,19966
